Name,Min Players,Max Players,Play Time,Min Age,Users Rated,Rating Average,Complexity Average,Owned Users,Domain1,above_average,Bayesian Average,Most Notable Genre,Most Notable Mechanic,Price,pct_rated,bayes_above_average
Flamme Rouge,2,4,45,8,12139,7.56,1.67,15704.0,Family Games,True,7.23,Racing,Catch the Leader,53.99,0.77,True
Century: Golem Edition,2,5,45,8,6991,7.71,1.65,11050.0,Family Games,True,7.25,Card Game,Action Retrieval,40.0,0.63,True
Hero Realms,2,4,30,12,12203,7.6,1.9,21315.0,Customizable Games,True,0.0,unspecified,unspecified,15.5,0.57,False
Glory to Rome,2,5,60,12,12968,7.49,2.93,14231.0,Strategy Games,True,0.0,unspecified,unspecified,15.5,0.91,False
Lewis & Clark: The Expedition,1,5,120,14,12926,7.49,3.34,15424.0,Strategy Games,True,0.0,unspecified,unspecified,15.5,0.84,False
1960: The Making of the President,2,2,120,12,8516,7.61,3.21,10199.0,Strategy Games,True,0.0,unspecified,unspecified,15.5,0.83,False
Power Grid Deluxe: Europe/North America,2,6,120,12,3768,8.01,3.19,6449.0,Strategy Games,True,0.0,unspecified,unspecified,15.5,0.58,False
Hanamikoji,2,2,15,10,11047,7.54,1.71,18073.0,Family Games,True,0.0,unspecified,unspecified,15.5,0.61,False
Bora Bora,2,4,120,12,9107,7.56,3.74,11914.0,Strategy Games,True,0.0,unspecified,unspecified,15.5,0.76,False
Imperial,2,6,180,13,8246,7.61,3.57,7124.0,Strategy Games,True,0.0,unspecified,unspecified,15.5,1.16,False
Dungeon Petz,2,4,90,13,12707,7.47,3.6,16675.0,Strategy Games,True,0.0,unspecified,unspecified,15.5,0.76,False
Samurai,2,4,60,10,14758,7.45,2.49,15197.0,Strategy Games,True,0.0,unspecified,unspecified,15.5,0.97,False
Space Base,2,5,60,14,8388,7.59,2.13,13129.0,Family Games,True,0.0,unspecified,unspecified,15.5,0.64,False
Seasons,2,4,60,14,20812,7.41,2.77,24484.0,Strategy Games,True,0.0,unspecified,unspecified,15.5,0.85,False
Imperial Settlers,1,4,90,10,21089,7.41,2.77,28363.0,Strategy Games,True,0.0,unspecified,unspecified,15.5,0.74,False
Pulsar 2849,2,4,90,14,6080,7.73,3.34,8295.0,Strategy Games,True,0.0,unspecified,unspecified,15.5,0.73,False
Dixit: Odyssey,3,12,30,8,16717,7.45,1.19,23123.0,Party Games,True,0.0,unspecified,unspecified,15.5,0.72,False
Marco Polo II: In the Service of the Khan,2,4,120,12,3040,8.17,3.38,4475.0,Strategy Games,True,0.0,unspecified,unspecified,15.5,0.68,False
Age of Empires III: The Age of Discovery,2,5,120,10,9820,7.54,3.13,8235.0,Strategy Games,True,0.0,unspecified,unspecified,15.5,1.19,False
Kingdomino,2,4,15,8,32277,7.35,1.21,53458.0,Family Games,True,0.0,unspecified,unspecified,15.5,0.6,False
Lords of Hellas,1,4,90,14,5507,7.85,3.32,9373.0,Strategy Games,True,0.0,unspecified,unspecified,15.5,0.59,False
Space Alert,1,5,30,12,14763,7.44,2.96,20742.0,Thematic Games,True,0.0,unspecified,unspecified,15.5,0.71,False
Modern Art,3,5,45,10,16721,7.4,2.3,20163.0,Strategy Games,True,0.0,unspecified,unspecified,15.5,0.83,False
Fury of Dracula (Third/Fourth Edition),2,5,180,14,11489,7.51,3.22,21229.0,Thematic Games,True,0.0,unspecified,unspecified,15.5,0.54,False
Glen More II: Chronicles,2,4,120,12,3491,8.02,3.05,6591.0,Strategy Games,True,0.0,unspecified,unspecified,15.5,0.53,False
Dead of Winter: The Long Night,2,5,120,14,7881,7.65,3.42,17767.0,Thematic Games,True,0.0,unspecified,unspecified,15.5,0.44,False
Battle Line,2,2,30,12,15652,7.42,1.9,19273.0,Strategy Games,True,0.0,unspecified,unspecified,15.5,0.81,False
Summoner Wars: Master Set,2,4,60,9,10358,7.52,2.51,12969.0,Customizable Games,True,0.0,unspecified,unspecified,15.5,0.8,False
Rococo,2,5,120,12,7517,7.58,3.09,8254.0,Strategy Games,True,0.0,unspecified,unspecified,15.5,0.91,False
Exit: The Game - The Abandoned Cabin,1,6,120,12,8821,7.53,2.54,12774.0,Family Games,True,0.0,unspecified,unspecified,15.5,0.69,False
Dominion (Second Edition),2,4,30,14,4275,7.93,2.18,6945.0,Strategy Games,True,0.0,unspecified,unspecified,15.5,0.62,False
Navegador,2,5,90,12,8022,7.55,3.09,7663.0,Strategy Games,True,0.0,unspecified,unspecified,15.5,1.05,False
Runewars,2,4,240,14,7763,7.63,3.78,10095.0,Strategy Games,True,0.0,unspecified,unspecified,15.5,0.77,False
The Manhattan Project: Energy Empire,1,5,120,13,4771,7.79,3.03,6694.0,Strategy Games,True,0.0,unspecified,unspecified,15.5,0.71,False
Tapestry,1,5,120,12,11583,7.49,2.88,16369.0,Strategy Games,True,0.0,unspecified,unspecified,15.5,0.71,False
Alien Frontiers,2,4,90,13,14150,7.41,2.57,14615.0,Strategy Games,True,0.0,unspecified,unspecified,15.5,0.97,False
Indonesia,2,5,240,14,4034,7.85,3.98,4755.0,Strategy Games,True,0.0,unspecified,unspecified,15.5,0.85,False
Imperial 2030,2,6,180,12,5728,7.69,3.5,6351.0,Strategy Games,True,0.0,unspecified,unspecified,15.5,0.9,False
Undaunted: Normandy,2,2,60,14,4296,7.9,2.25,9475.0,Thematic Games,True,0.0,unspecified,unspecified,15.5,0.45,False
Burgle Bros.,1,4,90,12,8409,7.54,2.31,13865.0,Family Games,True,0.0,unspecified,unspecified,15.5,0.61,False
Hannibal: Rome vs. Carthage,2,2,200,12,4785,7.8,3.45,7224.0,Wargames,True,0.0,unspecified,unspecified,15.5,0.66,False
Concordia Venus,2,6,120,12,2301,8.36,3.08,4515.0,Strategy Games,True,0.0,unspecified,unspecified,15.5,0.51,False
BattleLore (Second Edition),2,2,90,14,5645,7.74,2.7,9235.0,Wargames,True,0.0,unspecified,unspecified,15.5,0.61,False
Vindication,2,5,150,14,4583,7.88,3.07,7425.0,Strategy Games,True,0.0,unspecified,unspecified,15.5,0.62,False
Antiquity,2,4,180,14,3833,7.88,4.31,5508.0,Strategy Games,True,0.0,unspecified,unspecified,15.5,0.7,False
Lost Ruins of Arnak,1,4,120,12,2819,8.25,2.76,5281.0,Strategy Games,True,0.0,unspecified,unspecified,15.5,0.53,False
Western Legends,2,6,90,14,6615,7.66,2.78,11185.0,Thematic Games,True,0.0,unspecified,unspecified,15.5,0.59,False
Cthulhu Wars,2,4,120,14,4585,7.92,3.14,5729.0,Strategy Games,True,0.0,unspecified,unspecified,15.5,0.8,False
Hive,2,2,20,9,29596,7.32,2.33,38724.0,Abstract Games,True,0.0,unspecified,unspecified,15.5,0.76,False
Onitama,2,2,20,8,15161,7.4,1.71,22904.0,Abstract Games,True,0.0,unspecified,unspecified,15.5,0.66,False
Ethnos,2,6,60,14,9741,7.48,2.03,12131.0,Strategy Games,True,0.0,unspecified,unspecified,15.5,0.8,False
Mage Wars Arena,2,2,90,13,7379,7.64,3.67,12922.0,Customizable Games,True,0.0,unspecified,unspecified,15.5,0.57,False
Century: Spice Road,2,5,45,8,18546,7.37,1.77,24002.0,Family Games,True,0.0,unspecified,unspecified,15.5,0.77,False
Aeon's End: Legacy,1,4,90,14,2758,8.22,2.84,5942.0,Strategy Games,True,0.0,unspecified,unspecified,15.5,0.46,False
Above and Below,2,4,90,13,12875,7.43,2.53,19729.0,Thematic Games,True,0.0,unspecified,unspecified,15.5,0.65,False
Nemo's War (Second Edition),1,4,120,13,3425,7.99,3.15,8838.0,Thematic Games,True,0.0,unspecified,unspecified,15.5,0.39,False
Small World,2,5,80,8,61747,7.26,2.36,82113.0,Family Games,True,0.0,unspecified,unspecified,15.5,0.75,False
Arboretum,2,4,30,8,13125,7.39,2.16,22499.0,Family Games,True,0.0,unspecified,unspecified,15.5,0.58,False
Mysterium,2,7,42,10,32087,7.3,1.91,48903.0,Family Games,True,0.0,unspecified,unspecified,15.5,0.66,False
Dungeon Lords,2,4,90,12,12875,7.39,3.56,14398.0,Strategy Games,True,0.0,unspecified,unspecified,15.5,0.89,False
War Chest,2,4,30,14,3869,7.95,2.29,6228.0,Abstract Games,True,0.0,unspecified,unspecified,15.5,0.62,False
The Taverns of Tiefenthal,2,4,60,12,6323,7.63,2.66,11068.0,Strategy Games,True,0.0,unspecified,unspecified,15.5,0.57,False
KLASK,2,2,10,8,5667,7.65,1.05,7992.0,Family Games,True,0.0,unspecified,unspecified,15.5,0.71,False
Telestrations,4,8,30,12,12846,7.4,1.08,18222.0,Party Games,True,0.0,unspecified,unspecified,15.5,0.7,False
Bruges,2,4,60,10,10275,7.43,2.75,11033.0,Strategy Games,True,0.0,unspecified,unspecified,15.5,0.93,False
Sid Meier's Civilization: The Board Game,2,4,240,13,14425,7.41,3.89,19353.0,Strategy Games,True,0.0,unspecified,unspecified,15.5,0.75,False
Star Wars: Outer Rim,1,4,180,14,5686,7.74,2.47,10696.0,Thematic Games,True,0.0,unspecified,unspecified,15.5,0.53,False
Letters from Whitechapel,2,6,60,14,13721,7.4,2.66,19087.0,Strategy Games,True,0.0,unspecified,unspecified,15.5,0.72,False
Tikal,2,4,90,10,17918,7.34,2.8,23043.0,Strategy Games,True,0.0,unspecified,unspecified,15.5,0.78,False
Heaven & Ale,2,4,90,12,6424,7.58,3.24,8873.0,Strategy Games,True,0.0,unspecified,unspecified,15.5,0.72,False
Tiny Epic Galaxies,1,5,45,14,15720,7.37,2.16,27784.0,Strategy Games,True,0.0,unspecified,unspecified,15.5,0.57,False
Merchants & Marauders,2,4,180,13,12724,7.41,3.24,17407.0,Thematic Games,True,0.0,unspecified,unspecified,15.5,0.73,False
Cryptid,3,5,50,10,7503,7.52,2.21,10285.0,Family Games,True,0.0,unspecified,unspecified,15.5,0.73,False
The Resistance,5,10,30,13,35929,7.28,1.61,55363.0,Party Games,True,0.0,unspecified,unspecified,15.5,0.65,False
Glass Road,1,4,80,13,9027,7.45,2.97,10946.0,Strategy Games,True,0.0,unspecified,unspecified,15.5,0.82,False
Mission: Red Planet (Second Edition),2,6,90,14,8893,7.46,2.2,11725.0,Strategy Games,True,0.0,unspecified,unspecified,15.5,0.76,False
Ghost Stories,1,4,60,12,19412,7.32,2.91,25430.0,Strategy Games,True,0.0,unspecified,unspecified,15.5,0.76,False
Acquire,2,6,90,12,18214,7.34,2.5,23111.0,Strategy Games,True,0.0,unspecified,unspecified,15.5,0.79,False
Star Wars: Armada,2,2,120,14,4589,7.85,3.16,9300.0,Thematic Games,True,0.0,unspecified,unspecified,15.5,0.49,False
Dixit,3,6,30,8,50684,7.26,1.22,69850.0,Party Games,True,0.0,unspecified,unspecified,15.5,0.73,False
Viscounts of the West Kingdom,1,4,90,12,2757,8.16,3.5,7744.0,Strategy Games,True,0.0,unspecified,unspecified,15.5,0.36,False
Agricola: All Creatures Big and Small,2,2,30,13,12323,7.38,2.35,17885.0,Strategy Games,True,0.0,unspecified,unspecified,15.5,0.69,False
Takenoko,2,4,45,8,35214,7.27,1.98,53368.0,Family Games,True,0.0,unspecified,unspecified,15.5,0.66,False
Here I Stand,2,6,360,12,3568,7.91,4.17,5101.0,Wargames,True,0.0,unspecified,unspecified,15.5,0.7,False
Neuroshima Hex! 3.0,1,4,30,13,13294,7.4,2.61,13812.0,Strategy Games,True,0.0,unspecified,unspecified,15.5,0.96,False
Love Letter,2,4,20,10,56013,7.23,1.19,92896.0,Family Games,True,0.0,unspecified,unspecified,15.5,0.6,False
Dune,2,6,120,14,3181,8.16,3.89,9178.0,Strategy Games,True,0.0,unspecified,unspecified,15.5,0.35,False
Evolution: Climate,2,6,60,12,6082,7.62,2.78,10856.0,Strategy Games,True,0.0,unspecified,unspecified,15.5,0.56,False
Survive: Escape from Atlantis!,2,4,60,8,20470,7.31,1.71,29331.0,Family Games,True,0.0,unspecified,unspecified,15.5,0.7,False
Altiplano,2,5,120,12,6908,7.54,3.33,9511.0,Strategy Games,True,0.0,unspecified,unspecified,15.5,0.73,False
Die Macher,3,5,240,14,5228,7.63,4.32,7213.0,Strategy Games,True,0.0,unspecified,unspecified,15.5,0.72,False
Harry Potter: Hogwarts Battle,2,4,60,11,11960,7.46,2.08,24045.0,Strategy Games,True,0.0,unspecified,unspecified,15.5,0.5,False
Bärenpark,2,4,45,8,12028,7.36,1.64,16525.0,Family Games,True,0.0,unspecified,unspecified,15.5,0.73,False
Notre Dame,2,5,75,10,12243,7.34,2.75,12196.0,Strategy Games,True,0.0,unspecified,unspecified,15.5,1.0,False
San Juan,2,4,60,10,22239,7.25,2.29,24129.0,Strategy Games,True,0.0,unspecified,unspecified,15.5,0.92,False
51st State: Master Set,1,4,90,14,5156,7.66,2.92,7757.0,Strategy Games,True,0.0,unspecified,unspecified,15.5,0.66,False
At the Gates of Loyang,1,4,120,10,9766,7.38,3.13,12778.0,Strategy Games,True,0.0,unspecified,unspecified,15.5,0.76,False
Endeavor,3,5,90,12,9088,7.4,2.91,7233.0,Strategy Games,True,0.0,unspecified,unspecified,15.5,1.26,False
In the Year of the Dragon,2,5,100,12,10791,7.35,3.1,9788.0,Strategy Games,True,0.0,unspecified,unspecified,15.5,1.1,False
The Pillars of the Earth,2,4,120,12,16327,7.29,2.82,19942.0,Strategy Games,True,0.0,unspecified,unspecified,15.5,0.82,False
Sherlock Holmes Consulting Detective: Jack the Ripper & West End Adventures,1,8,120,10,4138,7.78,2.16,12027.0,Thematic Games,True,0.0,unspecified,unspecified,15.5,0.34,False
For Sale,3,6,30,10,23898,7.22,1.26,28540.0,Family Games,True,0.0,unspecified,unspecified,15.5,0.84,False
Bruxelles 1893,2,5,125,13,4723,7.65,3.59,5615.0,Strategy Games,True,0.0,unspecified,unspecified,15.5,0.84,False
Saint Petersburg,2,4,60,10,14545,7.3,2.47,11985.0,Strategy Games,True,0.0,unspecified,unspecified,15.5,1.21,False
Claustrophobia,2,2,45,14,6650,7.52,2.48,9172.0,Thematic Games,True,0.0,unspecified,unspecified,15.5,0.73,False
Blood Bowl: Team Manager - The Card Game,2,4,120,14,10336,7.38,2.33,13609.0,Thematic Games,True,0.0,unspecified,unspecified,15.5,0.76,False
Clash of Cultures,2,4,240,14,5185,7.62,3.59,6107.0,Strategy Games,True,0.0,unspecified,unspecified,15.5,0.85,False
Azul: Stained Glass of Sintra,2,4,45,8,8824,7.42,1.98,13520.0,Family Games,True,0.0,unspecified,unspecified,15.5,0.65,False
Bunny Kingdom,2,4,60,12,7627,7.46,2.27,10923.0,Family Games,True,0.0,unspecified,unspecified,15.5,0.7,False
Charterstone,1,6,75,14,11747,7.38,2.82,22122.0,Strategy Games,True,0.0,unspecified,unspecified,15.5,0.53,False
Ticket to Ride: Märklin,2,5,60,8,8717,7.41,2.24,10963.0,Family Games,True,0.0,unspecified,unspecified,15.5,0.8,False
Dune,2,6,180,12,5491,7.62,3.44,6333.0,Strategy Games,True,0.0,unspecified,unspecified,15.5,0.87,False
King of Tokyo,2,6,30,8,57621,7.18,1.49,82759.0,Family Games,True,0.0,unspecified,unspecified,15.5,0.7,False
Civilization,2,7,360,12,7111,7.5,3.66,10060.0,Strategy Games,True,0.0,unspecified,unspecified,15.5,0.71,False
Arkham Horror (Third Edition),1,6,180,14,4896,7.78,3.27,9371.0,Thematic Games,True,0.0,unspecified,unspecified,15.5,0.52,False
Space Hulk (Third Edition),2,2,60,12,6707,7.53,2.78,9553.0,Thematic Games,True,0.0,unspecified,unspecified,15.5,0.7,False
Gùgōng,1,5,90,12,6130,7.53,3.06,9008.0,Strategy Games,True,0.0,unspecified,unspecified,15.5,0.68,False
Mythic Battles: Pantheon,2,4,90,14,2543,8.46,3.01,5234.0,Strategy Games,True,0.0,unspecified,unspecified,15.5,0.49,False
Nippon,2,4,120,12,4196,7.69,3.79,4487.0,Strategy Games,True,0.0,unspecified,unspecified,15.5,0.94,False
Tiny Towns,1,6,60,14,10174,7.36,2.08,16047.0,Family Games,True,0.0,unspecified,unspecified,15.5,0.63,False
San Juan (Second Edition),2,4,60,10,5841,7.52,2.07,9109.0,Strategy Games,True,0.0,unspecified,unspecified,15.5,0.64,False
Gizmos,2,4,50,14,7386,7.45,2.02,10236.0,Family Games,True,0.0,unspecified,unspecified,15.5,0.72,False
Codenames: Pictures,2,8,15,10,17032,7.26,1.27,29502.0,Party Games,True,0.0,unspecified,unspecified,15.5,0.58,False
Advanced Squad Leader,2,2,480,14,3490,7.99,4.73,5739.0,Wargames,True,0.0,unspecified,unspecified,15.5,0.61,False
Lost Cities,2,2,30,10,37280,7.18,1.5,51748.0,Family Games,True,0.0,unspecified,unspecified,15.5,0.72,False
Calico,1,4,45,13,2986,8.0,2.19,5978.0,Abstract Games,True,0.0,unspecified,unspecified,15.5,0.5,False
Mice and Mystics,1,4,90,7,16743,7.3,2.71,32616.0,Thematic Games,True,0.0,unspecified,unspecified,15.5,0.51,False
Sword & Sorcery,1,5,90,12,3632,8.04,4.03,7907.0,Thematic Games,True,0.0,unspecified,unspecified,15.5,0.46,False
Too Many Bones: Undertow,1,2,180,12,1651,8.78,4.05,4978.0,Strategy Games,True,0.0,unspecified,unspecified,15.5,0.33,False
Pandemic Legacy: Season 0,2,4,60,14,1536,8.8,3.13,5197.0,Strategy Games,True,0.0,unspecified,unspecified,15.5,0.3,False
The Manhattan Project,2,5,120,13,9105,7.36,2.96,11631.0,Strategy Games,True,0.0,unspecified,unspecified,15.5,0.78,False
Macao,2,4,100,12,6962,7.42,3.14,6564.0,Strategy Games,True,0.0,unspecified,unspecified,15.5,1.06,False
Fresco,2,4,60,10,11842,7.29,2.64,14361.0,Family Games,True,0.0,unspecified,unspecified,15.5,0.82,False
Blood Bowl: Living Rulebook,2,2,120,12,3354,7.85,3.17,3095.0,Thematic Games,True,0.0,unspecified,unspecified,15.5,1.08,False
Arkham Horror,1,8,240,14,36786,7.26,3.58,48505.0,Thematic Games,True,0.0,unspecified,unspecified,15.5,0.76,False
Innovation,2,4,60,12,14865,7.25,2.74,18817.0,Strategy Games,True,0.0,unspecified,unspecified,15.5,0.79,False
The Godfather: Corleone's Empire,2,5,90,14,5727,7.55,2.6,8895.0,Strategy Games,True,0.0,unspecified,unspecified,15.5,0.64,False
Dice Forge,2,4,45,10,14853,7.29,1.97,22404.0,Family Games,True,0.0,unspecified,unspecified,15.5,0.66,False
Maria,2,3,210,14,2775,7.97,3.51,3916.0,Wargames,True,0.0,unspecified,unspecified,15.5,0.71,False
London (Second Edition),2,4,90,14,4458,7.61,2.69,6990.0,Strategy Games,True,0.0,unspecified,unspecified,15.5,0.64,False
Santa Maria,1,4,90,12,5220,7.55,3.06,7106.0,Strategy Games,True,0.0,unspecified,unspecified,15.5,0.73,False
A Few Acres of Snow,2,2,120,14,7427,7.4,3.04,8921.0,Strategy Games,True,0.0,unspecified,unspecified,15.5,0.83,False
Stockpile,2,5,45,13,5525,7.52,2.11,6640.0,Family Games,True,0.0,unspecified,unspecified,15.5,0.83,False
Abyss,2,4,60,14,10215,7.33,2.32,12929.0,Strategy Games,True,0.0,unspecified,unspecified,15.5,0.79,False
Monikers,4,16,60,17,3491,7.79,1.06,6612.0,Party Games,True,0.0,unspecified,unspecified,15.5,0.53,False
Firefly: The Game,1,4,240,13,10524,7.39,2.96,19170.0,Thematic Games,True,0.0,unspecified,unspecified,15.5,0.55,False
Flash Point: Fire Rescue,2,6,45,10,20947,7.2,2.21,32892.0,Family Games,True,0.0,unspecified,unspecified,15.5,0.64,False
Thunderstone Quest,2,4,90,14,3159,7.91,2.8,6810.0,Strategy Games,True,0.0,unspecified,unspecified,15.5,0.46,False
Lancaster,2,5,60,10,6675,7.42,2.99,7593.0,Strategy Games,True,0.0,unspecified,unspecified,15.5,0.88,False
Glen More,2,5,70,10,8686,7.32,2.67,8092.0,Strategy Games,True,0.0,unspecified,unspecified,15.5,1.07,False
Newton,1,4,90,14,4335,7.62,3.4,5982.0,Strategy Games,True,0.0,unspecified,unspecified,15.5,0.72,False
Quadropolis,2,4,60,8,11050,7.29,2.21,15563.0,Family Games,True,0.0,unspecified,unspecified,15.5,0.71,False
Risk Legacy,3,5,60,13,7555,7.42,2.59,13217.0,Strategy Games,True,0.0,unspecified,unspecified,15.5,0.57,False
Heroscape Master Set: Rise of the Valkyrie,2,4,90,8,7803,7.44,2.29,12318.0,Customizable Games,True,0.0,unspecified,unspecified,15.5,0.63,False
Pandemic: Fall of Rome,1,5,60,8,3858,7.71,2.45,7133.0,Strategy Games,True,0.0,unspecified,unspecified,15.5,0.54,False
Millennium Blades,2,5,120,12,3895,7.72,3.68,6213.0,Thematic Games,True,0.0,unspecified,unspecified,15.5,0.63,False
Kingsburg,2,5,90,13,18339,7.19,2.43,17099.0,Family Games,True,0.0,unspecified,unspecified,15.5,1.07,False
The Great Zimbabwe,2,5,150,14,3192,7.79,3.71,3572.0,Strategy Games,True,0.0,unspecified,unspecified,15.5,0.89,False
Carpe Diem,2,4,75,10,4687,7.58,2.52,6568.0,Strategy Games,True,0.0,unspecified,unspecified,15.5,0.71,False
Downforce,2,6,40,10,7914,7.36,1.74,10509.0,Family Games,True,0.0,unspecified,unspecified,15.5,0.75,False
Star Realms: Frontiers,1,4,45,12,2643,8.02,1.88,7605.0,Strategy Games,True,0.0,unspecified,unspecified,15.5,0.35,False
Pandemic: The Cure,2,5,30,8,9398,7.3,2.06,14711.0,Family Games,True,0.0,unspecified,unspecified,15.5,0.64,False
BattleLore,2,2,60,10,9091,7.36,2.76,10804.0,Thematic Games,True,0.0,unspecified,unspecified,15.5,0.84,False
Amerigo,2,4,90,10,5501,7.47,2.99,7241.0,Strategy Games,True,0.0,unspecified,unspecified,15.5,0.76,False
Chinatown,3,5,60,12,8468,7.33,2.28,10361.0,Strategy Games,True,0.0,unspecified,unspecified,15.5,0.82,False
Nusfjord,1,5,100,12,4124,7.62,2.86,6581.0,Strategy Games,True,0.0,unspecified,unspecified,15.5,0.63,False
Spartacus: A Game of Blood and Treachery,3,4,180,17,7172,7.46,2.71,9373.0,Thematic Games,True,0.0,unspecified,unspecified,15.5,0.77,False
Lord of the Rings: The Confrontation,2,2,30,14,5656,7.47,2.2,6958.0,Strategy Games,True,0.0,unspecified,unspecified,15.5,0.81,False
Sheriff of Nottingham,3,5,60,14,29603,7.14,1.65,45096.0,Family Games,True,0.0,unspecified,unspecified,15.5,0.66,False
Biblios,2,4,30,10,15008,7.19,1.68,18939.0,Family Games,True,0.0,unspecified,unspecified,15.5,0.79,False
Amun-Re,3,5,90,12,8564,7.32,3.04,9578.0,Strategy Games,True,0.0,unspecified,unspecified,15.5,0.89,False
BattleCON: Devastation of Indines,1,5,45,10,2919,7.92,3.07,4764.0,Strategy Games,True,0.0,unspecified,unspecified,15.5,0.61,False
Twice as Clever!,1,4,30,10,4915,7.53,2.36,8628.0,Family Games,True,0.0,unspecified,unspecified,15.5,0.57,False
Awkward Guests,1,8,75,12,3648,7.73,2.36,6701.0,Family Games,True,0.0,unspecified,unspecified,15.5,0.54,False
Commands & Colors: Napoleonics,2,2,90,14,2644,8.0,2.74,4839.0,Wargames,True,0.0,unspecified,unspecified,15.5,0.55,False
Pandemic: Reign of Cthulhu,2,4,40,14,7890,7.4,2.18,14296.0,Strategy Games,True,0.0,unspecified,unspecified,15.5,0.55,False
1775: Rebellion,2,4,120,10,3712,7.67,2.24,5129.0,Wargames,True,0.0,unspecified,unspecified,15.5,0.72,False
Skull,3,6,45,10,14213,7.21,1.14,20841.0,Party Games,True,0.0,unspecified,unspecified,15.5,0.68,False
Descent: Journeys in the Dark,2,5,240,13,11319,7.3,3.34,13682.0,Thematic Games,True,0.0,unspecified,unspecified,15.5,0.83,False
Blood Bowl (Third Edition),2,2,180,12,5267,7.54,2.98,6428.0,Strategy Games,True,0.0,unspecified,unspecified,15.5,0.82,False
Shadows of Brimstone: City of the Ancients,1,4,120,12,3401,7.97,3.34,6653.0,Thematic Games,True,0.0,unspecified,unspecified,15.5,0.51,False
Forbidden Desert,2,5,45,10,25599,7.14,2.05,43800.0,Family Games,True,0.0,unspecified,unspecified,15.5,0.58,False
Raptor,2,2,30,9,7897,7.33,2.06,11869.0,Family Games,True,0.0,unspecified,unspecified,15.5,0.67,False
Point Salad,2,6,30,8,8042,7.33,1.15,14054.0,Family Games,True,0.0,unspecified,unspecified,15.5,0.57,False
